股票,市场,名称,行业模型,优质池等级,综合优质分,基础理论分,去短历史封顶分,去短历史封顶等级,是否因历史数据封顶,是否因历史数据受限,是否因排雷状态扣分,是否因规则AI分歧扣分,封顶原因,规则质量评级,规则质量分,AI评级,数据年数,历史可信度,数据质量,数据质量分,风险扣分,质量理由,综合观察
CDRE,US,"Cadre Holdings, Inc. Common Stock",通用,可研究池,74.0,88.3,84.3,优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
603355,CN,莱克电气,通用,优质池,84.3,84.3,84.3,优质池,否,否,否,否,综合分未达核心阈值,优质候选,95,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
BKE,US,"Buckle, Inc. (The) Common Stock",消费,优质池,78.0,84.3,84.3,优质池,是,是,否,否,短历史封顶生效,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长偏弱,规则和AI评级不完全一致，可作为人工复核优先项
EEFT,US,"Euronet Worldwide, Inc. - Common Stock",科技,可研究池,74.0,88.3,84.3,优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
001308,CN,康冠科技,科技,优质池,84.3,84.3,84.3,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,8,B 中等历史,High,100,-,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
ABG,US,Asbury Automotive Group Inc Common Stock,通用,优质池,78.0,84.2,84.2,优质池,是,是,否,否,短历史封顶生效,优质候选,100,可跟踪,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
GEHC,US,GE HealthCare Technologies Inc. - Common Stock,通用,可研究池,74.0,88.2,84.2,优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
RMBS,US,"Rambus, Inc. - Common Stock",科技,可研究池,74.0,88.2,84.2,优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,99,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；科技/成长公司有亏损记录，需看亏损是否收窄；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
ABNB,US,"Airbnb, Inc. - Class A Common Stock",通用,可研究池,74.0,88.2,84.2,优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
002981,CN,朝阳科技,科技,优质池,84.2,84.2,84.2,优质池,否,否,否,否,综合分未达核心阈值,优质候选,93,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；科技/成长公司有亏损记录，需看亏损是否收窄；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
000598,CN,兴蓉环境,通用,优质池,84.2,84.2,84.2,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
920003,CN,中诚咨询,通用,优质池,84.2,88.2,84.2,优质池,否,否,是,否,排雷状态扣分,优质候选,89,优质候选,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单
NOC,US,Northrop Grumman Corporation Common Stock,通用,可研究池,74.0,88.1,84.1,优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
CCEP,US,Coca-Cola Europacific Partners plc - Ordinary Shares,消费,可研究池,74.0,88.1,84.1,优质池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,规则与AI均认可财务质量，排雷侧主要提示杠杆风险；可视为高质量消费公司需关注负债的典型情形；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
002351,CN,漫步者,通用,优质池,84.1,84.1,84.1,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
603153,CN,上海建科,通用,优质池,84.1,84.1,84.1,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,8,B 中等历史,High,100,-,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
603158,CN,腾龙股份,通用,优质池,84.1,84.1,84.1,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
603238,CN,诺邦股份,通用,优质池,84.1,84.1,84.1,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
688102,CN,斯瑞新材,通用,优质池,84.1,84.1,84.1,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,9,B 中等历史,High,100,-,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
920837,CN,华原股份,通用,优质池,84.1,84.1,84.1,优质池,否,否,否,否,综合分未达核心阈值,优质候选,89,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
601088,CN,中国神华,通用,优质池,84.1,87.1,84.1,优质池,否,否,否,是,规则AI分歧扣分,可跟踪,87,优质候选,10,A 完整历史,High,100,规则AI分歧,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,AI认为质量突出，规则侧可能因单项风险保守处理
002008,CN,大族激光,通用,优质池,84.0,84.0,84.0,优质池,否,否,否,否,综合分未达核心阈值,优质候选,100,可跟踪,10,A 完整历史,High,100,-,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
