综合优质分,优质池等级,入选来源,优质排序理由,风险扣分,股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE10.5%；ROE波动5.1%；数据质量Medium；AI优质候选；PE37.75；PB5.87,短历史封顶；排雷需关注,GVA,US,Granite Construction Incorporated Common Stock,Engineering & Construction,周期,利润波动、ROE波动、资本开支周期,37.75,5.87,10.5%,5.1%,156985500.00,69.7%,9.9%,7.12,未分红/不适用,10.3%,4,6,80,Medium,中,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,优质候选,Medium,4年数据质量中等，但ROE 10.5%且波动低，净利润和OCF连续5年为正，FCF稳定且为正，营收CAGR 10.3%增长良好。资产负债率69.7%略高但利息覆盖7.12倍安全，商誉占比9.9%可控。整体财务质量、稳定性和增长均较优。,资产负债率69.7%偏高，可能增加财务风险；数据年限仅4年，长期稳定性待验证；未分红可能影响收益型投资者。,关注负债率变化趋势；跟踪营收增长可持续性；观察FCF能否维持正增长；若未来分红可增强吸引力。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE13.1%；ROE波动6.0%；数据质量Medium；AI优质候选；PE15.51；PB2.89,短历史封顶；排雷需关注,HAE,US,Haemonetics Corporation Common Stock,Medical Devices,通用,ROE、现金流、资产负债率,15.51,2.89,13.1%,6.0%,110889500.00,66.5%,24.7%,22.76,未分红/不适用,11.1%,4,0,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,连续4年盈利且OCF为正，FCF稳定为正，营收CAGR 11.1%增长良好，ROE 13.1%且波动低，利息覆盖倍数22.76倍，财务质量稳健。,资产负债率66.5%偏高，商誉占比24.7%存在减值风险，未分红可能影响收益型投资者。,关注商誉变化及减值风险，负债率趋势，以及营收增长可持续性。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE14.2%；ROE波动2.7%；数据质量Medium；AI优质候选；PE21.18；PB2.50,短历史封顶；排雷需关注,HII,US,"Huntington Ingalls Industries, Inc. Common Stock",Aerospace & Defense,通用,ROE、现金流、资产负债率,21.18,2.50,14.2%,2.7%,495000000.00,60.2%,20.8%,8.40,未分红/不适用,5.4%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,公司连续5年盈利且经营现金流为正，ROE稳定在14%左右，波动小；自由现金流充裕（年均4.95亿），利息覆盖倍数8.4倍，财务风险可控。营收稳健增长（CAGR 5.4%），行业地位稳固。,资产负债率60.2%偏高，商誉占比20.8%需关注减值风险；未分红可能影响收益型投资者。,关注商誉及资产负债率变化；跟踪订单积压及国防预算趋势；验证自由现金流可持续性。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI可跟踪,规则质量100；ROE12.7%；ROE波动2.0%；数据质量Medium；AI可跟踪；PE21.68；PB2.51,短历史封顶；排雷需关注,HSIC,US,"Henry Schein, Inc. - Common Stock",Medical Distribution,通用,ROE、现金流、资产负债率,21.68,2.51,12.7%,2.0%,492250000.00,57.3%,37.6%,4.55,未分红/不适用,1.4%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,可跟踪,Medium,ROE稳定在12.7%，波动小，无亏损和负OCF，FCF为正，显示盈利和现金流质量较好。但营收增长缓慢（CAGR 1.4%），资产负债率57.3%尚可，商誉占比37.6%偏高，利息覆盖倍数4.55倍，财务风险可控但增长动力不足。,商誉占比高（37.6%），若减值将影响利润；营收增长缓慢，行业竞争或导致市场份额下降；利息覆盖倍数一般，负债水平需关注。,关注营收增长能否改善；商誉减值风险；负债率变化；现金流趋势；行业整合动态。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE23.8%；ROE波动1.5%；数据质量Medium；AI优质候选；PE28.33；PB6.64,短历史封顶；排雷需关注,HUBB,US,Hubbell Inc Common Stock,Electrical Equipment & Parts,通用,ROE、现金流、资产负债率,28.33,6.64,23.8%,1.5%,713625000.00,53.1%,37.2%,18.46,未分红/不适用,5.7%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE长期稳定在23.8%且波动极小，净利润和经营现金流连续5年为正，自由现金流充裕（年均7.14亿），利息覆盖倍数高达18.46，财务健康。营收复合增长5.7%稳健，行业地位稳固。,资产负债率53.1%偏高，商誉占净资产37.2%需关注减值风险；未分红可能影响部分投资者偏好。,关注商誉减值测试结果、负债率变化趋势、营收增长能否持续、资本开支对自由现金流的影响。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE21.4%；ROE波动6.8%；数据质量Medium；AI优质候选；PE60.27；PB18.91,短历史封顶；排雷需关注,HWM,US,Howmet Aerospace Inc. Common Stock,Aerospace & Defense,通用,ROE、现金流、资产负债率,60.27,18.91,21.4%,6.8%,907500000.00,52.1%,36.0%,13.19,未分红/不适用,13.4%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE长期超20%且波动低，净利润和OCF连续5年为正，FCF充裕，营收增长稳健，利息覆盖倍数高，财务质量优秀。,资产负债率52.1%偏高，商誉占比36%需关注减值风险，但现金流和利息覆盖良好。,关注商誉变化及负债率趋势，验证增长可持续性。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE38.8%；ROE波动4.3%；数据质量Medium；AI优质候选；PE22.37；PB7.90,短历史封顶；排雷需关注,IBP,US,"Installed Building Products, Inc. Common Stock",Residential Construction,周期,利润波动、ROE波动、资本开支周期,22.37,7.90,38.8%,4.3%,265775000.00,65.7%,21.8%,12.26,未分红/不适用,3.6%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE高达38.8%且波动仅4.3%，净利润波动极小，连续5年无亏损且经营现金流持续为正，自由现金流充裕（年均2.66亿美元），利息覆盖倍数12.26倍，财务稳健。营收虽增长平缓但盈利质量突出。,资产负债率65.7%偏高，商誉占比21.8%需关注减值风险；未分红可能影响部分投资者偏好；行业周期性可能带来需求波动。,关注商誉变化及减值测试；跟踪负债率趋势；观察营收增长能否改善；留意行业周期对盈利的影响。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE32.1%；ROE波动13.0%；数据质量Medium；AI优质候选；PE24.99；PB6.15,短历史封顶；排雷需关注,IDCC,US,"InterDigital, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,24.99,6.15,32.1%,13.0%,274779750.00,46.7%,1.2%,12.75,未分红/不适用,22.1%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等,优质候选,High,高ROE（32.1%）、低波动（13%）、无亏损和负OCF记录，FCF强劲（2.75亿），营收CAGR 22.1%，利息覆盖倍数12.75，商誉占比低（1.2%），财务质量优秀。,资产负债率46.7%略高，但利息覆盖倍数高；未分红可能影响收益型投资者；行业竞争及技术迭代风险。,关注营收增长可持续性、研发投入效率、资产负债率变化及现金流稳定性。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE26.0%；ROE波动12.2%；数据质量Medium；AI优质候选；PE36.20；PB12.61,短历史封顶；排雷需关注,IESC,US,"IES Holdings, Inc. - Common Stock",Engineering & Construction,周期,利润波动、ROE波动、资本开支周期,36.20,12.61,26.0%,12.2%,132832500.00,44.4%,6.8%,295.16,未分红/不适用,15.9%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE高达26%且波动适中，净利润和OCF连续5年为正，FCF充裕，营收CAGR 15.9%增长稳健。资产负债率44.4%合理，商誉占比低，利息覆盖倍数极高，财务风险小。,未分红可能影响收益型投资者；行业周期性风险；数据年限仅4年，长期稳定性待验证。,关注营收增长可持续性；跟踪FCF趋势；观察行业竞争格局变化。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE15.5%；ROE波动3.1%；数据质量Medium；AI优质候选；PE25.49；PB5.70,短历史封顶；排雷需关注,INTU,US,Intuit Inc. - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,25.49,5.70,15.5%,3.1%,4790750000.00,46.7%,37.8%,20.57,未分红/不适用,14.0%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,INTU连续4年无亏损且经营现金流持续为正，5年平均FCF达47.9亿美元，显示强劲现金流创造能力。ROE稳定在15.5%且波动小，营收CAGR 14%增长稳健。利息覆盖倍数20.57倍，偿债能力极强。,资产负债率46.7%偏高，商誉占比37.8%需关注减值风险。未分红可能影响收益型投资者偏好。,关注商誉占比变化及减值测试结果；观察营收增速能否维持；跟踪自由现金流趋势及资本配置策略。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
