股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
DKI,US,DarkIris Inc. - Class A Ordinary Shares,Electronic Gaming & Multimedia,科技,营收增长、自由现金流、研发投入效率,-,1.00,11.3%,125.6%,-819997.00,19.7%,-,-,未分红/不适用,59.7%,3,0,60,Medium,低,警惕,55,排除,27,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE波动偏大；净利润波动偏大；科技/成长公司有亏损记录，需看亏损是否收窄；经营现金流存在瑕疵；自由现金流质量不足；资产负债率符合行业语境；营收增长达到行业较好水平,科技公司自由现金流为负；10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DKL,US,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",Oil & Gas Refining & Marketing,周期,利润波动、ROE波动、资本开支周期,16.31,-137.14,-,-,50462000.00,99.8%,0.4%,1.99,未分红/不适用,-0.7%,4,6,80,Medium,未知,排除,45,排除,20,规则排雷已判定存在硬伤,资产负债率过高；利息覆盖倍数偏低；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DKNG,US,DraftKings Inc. - Class A Common Stock,Gambling,通用,ROE、现金流、资产负债率,287.17,21.18,-62.3%,48.1%,-9749250.00,86.1%,35.3%,-,未分红/不适用,39.3%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DKS,US,Dick's Sporting Goods Inc Common Stock,Specialty Retail,消费,ROE、毛利率稳定性、分红稳定性,21.71,3.47,33.3%,12.1%,601788000.00,68.2%,5.0%,18.77,未分红/不适用,11.7%,4,6,80,Medium,中,警惕,70,可跟踪,79,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,10年ROE波动较大；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLB,US,Dolby Laboratories Common Stock,Specialty Business Services,通用,ROE、现金流、资产负债率,21.51,1.96,9.3%,1.1%,330841000.00,18.5%,16.4%,-,未分红/不适用,2.5%,4,6,80,Medium,低,通过,85,优质候选,89,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLHC,US,DLH Holdings Corp. - Common Stock,Specialty Business Services,通用,ROE、现金流、资产负债率,-,0.75,8.7%,11.4%,20071000.00,61.1%,47.5%,1.13,未分红/不适用,-4.5%,4,6,80,Medium,低,排除,5,排除,20,规则排雷已判定存在硬伤,10年净利润波动较大；商誉占比过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLNG,US,Dynagas LNG Partners LP Common Units,Oil & Gas Midstream,周期,利润波动、ROE波动、资本开支周期,2.77,0.35,-,-,68657666.67,39.8%,-,3.96,未分红/不适用,6.0%,4,6,80,Medium,未知,通过,85,可跟踪,67,数据质量中等，质量评级需降置信度；长期ROE缺失；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLO,US,DLocal Limited - Class A Common Shares,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,17.89,6.03,29.8%,4.7%,185142000.00,63.0%,-,901.21,未分红/不适用,37.7%,4,6,80,Medium,低,通过,85,可跟踪,73,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；经营现金流存在瑕疵；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLPN,US,"Dolphin Entertainment, Inc. - Common Stock",Advertising Agencies,通用,ROE、现金流、资产负债率,-,1.70,-69.1%,54.1%,-2833416.25,83.4%,36.9%,-0.38,未分红/不适用,11.9%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；商誉占比偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLR,US,"Digital Realty Trust, Inc. Common Stock",REIT - Specialty,地产,净负债率、现金短债比、资产负债率,50.00,2.91,3.9%,1.7%,-,49.7%,19.7%,4.07,未分红/不适用,9.2%,4,6,80,Medium,低,排除,45,排除,20,规则排雷已判定存在硬伤,地产需补充净负债率/现金短债比专项数据；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLTH,US,Duluth Holdings Inc. - Class B Common Stock,Apparel Retail,消费,ROE、毛利率稳定性、分红稳定性,-,0.66,-9.3%,10.7%,-11887000.00,58.7%,-,-1.90,未分红/不适用,-4.7%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,消费公司长期ROE不够突出；PB低但近5年出现亏损；10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLTR,US,"Dollar Tree, Inc. - Common Stock",Discount Stores,通用,ROE、现金流、资产负债率,15.19,4.77,-9.3%,48.8%,1355700000.00,72.1%,3.1%,20.06,未分红/不适用,8.0%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLX,US,Deluxe Corporation Common Stock,Conglomerates,通用,ROE、现金流、资产负债率,10.25,1.52,8.9%,3.4%,114983250.00,76.2%,49.7%,1.98,未分红/不适用,-1.6%,4,6,80,Medium,中,排除,15,排除,20,规则排雷已判定存在硬伤,资产负债率偏高；商誉占比过高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLXY,US,Delixy Holdings Limited - Class A Ordinary Shares,Oil & Gas Refining & Marketing,周期,利润波动、ROE波动、资本开支周期,-,3.73,-1027.3%,2149.0%,-5246000.00,99.6%,-,-,未分红/不适用,-1.3%,4,0,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DLY,US,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,Asset Management,通用,ROE、现金流、资产负债率,13.50,-,2.0%,17.7%,-,17.5%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,30,排除,20,规则排雷已判定存在硬伤,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DMA,US,Destra Multi-Alternative Fund Common Stock,Asset Management,通用,ROE、现金流、资产负债率,-,-,-1.5%,7.0%,-,16.4%,-,-,未分红/不适用,-,4,0,80,Medium,低,排除,45,排除,20,规则排雷已判定存在硬伤,10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DMAC,US,DiaMedica Therapeutics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,5.82,-49.8%,11.0%,-20386750.00,8.6%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DMB,US,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",Asset Management,通用,ROE、现金流、资产负债率,35.00,0.98,-0.2%,9.0%,-,35.6%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,5,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DMII,US,Drugs Made In America Acquisition II Corp. - Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,66.87,-35.95,0.9%,-,-,3.5%,-,-,未分红/不适用,-,1,3,20,Low,低,数据不足,0,数据不足,0,数据不足，不能进行质量评级,长期ROE低于5%；数据年数不足，无法进行可靠筛选,,,,,,,未评估,暂无AI独立评估
DMLP,US,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Oil & Gas E&P,周期,利润波动、ROE波动、资本开支周期,19.78,4.28,-,-,-,1.4%,-,-,未分红/不适用,-3.6%,4,6,80,Medium,未知,通过,85,谨慎观察,50,数据质量中等，质量评级需降置信度；长期ROE缺失；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DMO,US,Western Asset Mortgage Opportunity Fund Inc. Common Stock,Asset Management,通用,ROE、现金流、资产负债率,9.30,0.96,4.0%,14.0%,-,48.4%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DMRA,US,"Damora Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,-0.22,-110.3%,21.1%,-43128000.00,7.7%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DMRC,US,Digimarc Corporation - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,-,6.95,-69.8%,9.0%,-27207000.00,24.0%,17.1%,-,未分红/不适用,3.9%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DNA,US,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.07,-85.1%,25.5%,-300405000.00,54.6%,-,-,未分红/不适用,-29.1%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DNLI,US,Denali Therapeutics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,2.89,-32.6%,14.9%,-354796750.00,11.5%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DNMX,US,Dynamix Corporation III - Class A Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,-,-39.29,-,-,-,4.1%,-,-,未分红/不适用,-,0,3,0,Insufficient,低,数据不足,0,数据不足,0,数据不足，不能进行质量评级,数据年数不足，无法进行可靠筛选,,,,,,,未评估,暂无AI独立评估
DNN,US,Denison Mines Corp Ordinary Shares (Canada),Uranium,通用,ROE、现金流、资产负债率,-,15.63,-14.4%,32.2%,-58908000.00,66.7%,-,-13.69,未分红/不适用,-18.2%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DNOW,US,DNOW Inc. Common Stock,Industrial Distribution,通用,ROE、现金流、资产负债率,-,1.12,10.4%,11.8%,146250000.00,43.0%,15.7%,-,未分红/不适用,9.7%,4,6,80,Medium,低,警惕,85,可跟踪,66,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；净利润波动偏大；近5年出现亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,10年净利润波动较大；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DNP,US,"DNP Select Income Fund, Inc. Common Stock",Asset Management,通用,ROE、现金流、资产负债率,9.18,1.14,7.6%,14.4%,-,24.5%,-,-,未分红/不适用,-,4,6,80,Medium,低,警惕,70,排除,35,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE波动偏大；净利润波动偏大；近5年出现亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长数据不足,10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DNTH,US,"Dianthus Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,3.91,-30.4%,6.7%,-68434500.00,7.1%,-,-,未分红/不适用,-31.8%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
DNUT,US,"Krispy Kreme, Inc. - Common Stock",Grocery Stores,通用,ROE、现金流、资产负债率,-,0.86,-20.9%,39.0%,-46686750.00,74.8%,27.5%,-7.28,未分红/不适用,-0.2%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；商誉占比偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
